"team","week","group","first.seen","last.seen","status","time.diff","fix.avail","escaped"
"4","4","Test Team 1",2020-01-28,2021-01-01,0,339,2021-01-01,0
"4","4","Test Team 1",2020-01-28,2020-02-10,1,13,2020-02-07,0
"4","4","Test Team 1",2020-01-31,2021-01-01,0,336,2019-09-04,1
"5","4","Test Team 1",2020-01-29,2020-07-06,1,159,2020-05-20,0
"5","4","Test Team 1",2020-01-30,2020-02-04,1,5,2019-01-23,1
"5","4","Test Team 1",2020-01-29,2020-01-31,1,2,2020-01-31,0
"5","4","Test Team 1",2020-01-29,2021-01-01,0,338,2019-06-08,1
"5","4","Test Team 1",2020-02-01,2020-06-10,1,130,2019-06-10,1
"5","4","Test Team 1",2020-01-31,2020-02-20,1,20,2019-07-20,1
"5","4","Test Team 1",2020-02-01,2021-01-01,0,335,2020-06-01,0
"6","4","Test Team 1",2020-01-29,2021-01-01,0,338,2020-07-27,0
"6","4","Test Team 1",2020-02-01,2020-03-28,1,56,2019-06-25,1
"6","4","Test Team 1",2020-01-31,2020-02-02,1,2,2019-01-13,1
"6","4","Test Team 1",2020-01-26,2020-07-05,1,161,2019-10-22,1
"6","4","Test Team 1",2020-01-30,2021-01-01,0,337,2021-01-01,0
"6","4","Test Team 1",2020-01-27,2020-07-22,1,177,2019-08-30,1
"6","4","Test Team 1",2020-01-27,2020-04-17,1,81,2019-05-13,1
"6","4","Test Team 1",2020-01-30,2021-01-01,0,337,2020-12-04,0
"6","4","Test Team 1",2020-01-27,2020-06-06,1,131,2020-04-20,0
"6","4","Test Team 1",2020-01-27,2020-04-19,1,83,2020-02-29,0
"6","4","Test Team 1",2020-01-26,2020-02-06,1,11,2019-01-29,1
"6","4","Test Team 1",2020-01-29,2021-01-01,0,338,2019-05-21,1
"6","4","Test Team 1",2020-01-29,2020-06-28,1,151,2020-06-13,0
"6","4","Test Team 1",2020-01-29,2021-01-01,0,338,2019-04-26,1
"7","4","Test Team 1",2020-02-01,2020-05-20,1,109,2020-04-05,0
"7","4","Test Team 1",2020-01-27,2020-03-14,1,47,2020-02-06,0
"7","4","Test Team 1",2020-01-29,2020-06-01,1,124,2020-02-25,0
"7","4","Test Team 1",2020-01-27,2020-04-13,1,77,2020-03-26,0
"7","4","Test Team 1",2020-02-01,2020-04-25,1,84,2020-01-30,1
"7","4","Test Team 1",2020-01-27,2020-04-05,1,69,2020-02-13,0
"7","4","Test Team 1",2020-01-27,2020-04-26,1,90,2019-03-20,1
"7","4","Test Team 1",2020-01-27,2020-04-01,1,65,2020-01-28,0
"8","4","Test Team 1",2020-01-31,2020-02-25,1,25,2019-04-08,1
"8","4","Test Team 1",2020-01-29,2021-01-01,0,338,2020-08-06,0
"8","4","Test Team 1",2020-01-28,2020-02-21,1,24,2020-02-17,0
"8","4","Test Team 1",2020-01-31,2020-06-28,1,149,2019-11-23,1
"8","4","Test Team 1",2020-01-29,2021-01-01,0,338,2021-01-01,0
"8","4","Test Team 1",2020-01-30,2021-01-01,0,337,2019-06-18,1
"8","4","Test Team 1",2020-01-27,2020-03-05,1,38,2020-02-26,0
"9","4","Test Team 1",2020-02-01,2020-09-03,1,215,2020-03-25,0
"9","4","Test Team 1",2020-01-31,2020-04-16,1,76,2020-02-27,0
"9","4","Test Team 1",2020-01-27,2020-04-22,1,86,2020-03-04,0
"9","4","Test Team 1",2020-01-30,2020-02-13,1,14,2020-02-09,0
"9","4","Test Team 1",2020-01-30,2020-02-06,1,7,2019-09-06,1
"9","4","Test Team 1",2020-01-27,2020-05-01,1,95,2019-04-30,1
"9","4","Test Team 1",2020-01-26,2021-01-01,0,341,2019-01-10,1
"9","4","Test Team 1",2020-01-30,2020-05-08,1,99,2019-05-11,1
"9","4","Test Team 1",2020-01-27,2020-06-18,1,143,2019-02-07,1
"9","4","Test Team 1",2020-01-26,2020-03-12,1,46,2020-01-26,0
"9","4","Test Team 1",2020-01-27,2020-06-29,1,154,2020-04-12,0
"10","4","Test Team 1",2020-01-28,2021-01-01,0,339,2021-01-01,0
"10","4","Test Team 1",2020-01-31,2021-01-01,0,336,2020-01-30,1
"10","4","Test Team 1",2020-01-27,2021-01-01,0,340,2019-03-13,1
"10","4","Test Team 1",2020-01-29,2020-02-18,1,20,2020-02-07,0
"10","4","Test Team 1",2020-01-31,2021-01-01,0,336,2021-01-01,0
"10","4","Test Team 1",2020-01-28,2020-04-14,1,77,2020-02-01,0
"10","4","Test Team 1",2020-02-01,2021-01-01,0,335,2021-01-01,0
"10","4","Test Team 1",2020-01-27,2020-08-01,1,187,2020-03-24,0
"10","4","Test Team 1",2020-01-30,2020-06-11,1,133,2020-05-30,0
"10","4","Test Team 1",2020-01-30,2020-05-28,1,119,2020-01-09,1
"10","4","Test Team 1",2020-02-01,2021-01-01,0,335,2020-04-02,0
"10","4","Test Team 1",2020-01-31,2020-02-19,1,19,2019-05-02,1
"1","5","Test Team 1",2020-02-05,2020-03-31,1,55,2019-04-11,1
"1","5","Test Team 1",2020-02-04,2020-04-08,1,64,2020-04-08,0
"1","5","Test Team 1",2020-02-02,2020-04-08,1,66,2019-08-13,1
"1","5","Test Team 1",2020-02-04,2021-01-01,0,332,2021-01-01,0
"1","5","Test Team 1",2020-02-08,2020-05-16,1,98,2019-09-27,1
"1","5","Test Team 1",2020-02-04,2020-04-20,1,76,2020-03-10,0
"1","5","Test Team 1",2020-02-07,2020-04-21,1,74,2019-09-24,1
"1","5","Test Team 1",2020-02-03,2021-01-01,0,333,2019-09-06,1
"1","5","Test Team 1",2020-02-07,2020-02-10,1,3,2020-02-09,0
"1","5","Test Team 1",2020-02-08,2020-02-16,1,8,2019-10-01,1
"1","5","Test Team 1",2020-02-03,2020-07-21,1,169,2020-07-04,0
"1","5","Test Team 1",2020-02-03,2020-05-27,1,114,2019-06-19,1
"2","5","Test Team 1",2020-02-04,2021-01-01,0,332,2020-01-18,1
"2","5","Test Team 1",2020-02-06,2021-01-01,0,330,2020-07-28,0
"2","5","Test Team 1",2020-02-02,2021-01-01,0,334,2021-01-01,0
"2","5","Test Team 1",2020-02-02,2020-05-27,1,115,2020-02-24,0
"2","5","Test Team 1",2020-02-02,2020-05-26,1,114,2019-06-18,1
"2","5","Test Team 1",2020-02-05,2020-04-10,1,65,2020-02-07,0
"2","5","Test Team 1",2020-02-02,2020-02-16,1,14,2020-01-05,1
"2","5","Test Team 1",2020-02-07,2021-01-01,0,329,2021-01-01,0
"2","5","Test Team 1",2020-02-05,2021-01-01,0,331,2019-09-20,1
"2","5","Test Team 1",2020-02-07,2020-02-07,1,0,2020-02-07,0
"2","5","Test Team 1",2020-02-02,2020-03-09,1,36,2020-02-24,0
"2","5","Test Team 1",2020-02-07,2021-01-01,0,329,2021-01-01,0
"3","5","Test Team 1",2020-02-04,2020-06-30,1,147,2020-02-28,0
"3","5","Test Team 1",2020-02-07,2021-01-01,0,329,2021-01-01,0
"3","5","Test Team 1",2020-02-05,2020-03-11,1,35,2020-03-11,0
"3","5","Test Team 1",2020-02-06,2021-01-01,0,330,2020-05-12,0
"3","5","Test Team 1",2020-02-05,2021-01-01,0,331,2021-01-01,0
"3","5","Test Team 1",2020-02-02,2020-03-22,1,49,2019-05-11,1
"3","5","Test Team 1",2020-02-02,2020-02-21,1,19,2019-10-06,1
"3","5","Test Team 1",2020-02-06,2021-01-01,0,330,2020-05-20,0
"3","5","Test Team 1",2020-02-08,2021-01-01,0,328,2019-06-23,1
"4","5","Test Team 1",2020-02-06,2021-01-01,0,330,2021-01-01,0
"4","5","Test Team 1",2020-02-08,2021-01-01,0,328,2019-07-01,1
"4","5","Test Team 1",2020-02-07,2021-01-01,0,329,2021-01-01,0
"4","5","Test Team 1",2020-02-03,2020-03-23,1,49,2019-01-26,1
"4","5","Test Team 1",2020-02-03,2020-02-05,1,2,2020-02-05,0
"4","5","Test Team 1",2020-02-06,2020-03-30,1,53,2019-01-08,1
"4","5","Test Team 1",2020-02-06,2021-01-01,0,330,2021-01-01,0
"4","5","Test Team 1",2020-02-05,2020-03-11,1,35,2020-02-18,0
"4","5","Test Team 1",2020-02-07,2020-05-05,1,88,2019-03-24,1
"4","5","Test Team 1",2020-02-08,2021-01-01,0,328,2019-09-13,1
"4","5","Test Team 1",2020-02-08,2020-07-30,1,173,2020-05-28,0
"4","5","Test Team 1",2020-02-05,2020-09-19,1,227,2020-05-24,0
"4","5","Test Team 1",2020-02-07,2021-01-01,0,329,2020-12-26,0
"4","5","Test Team 1",2020-02-07,2021-01-01,0,329,2021-01-01,0
"4","5","Test Team 1",2020-02-03,2021-01-01,0,333,2021-01-01,0
"5","5","Test Team 1",2020-02-08,2021-01-01,0,328,2020-03-17,0
"5","5","Test Team 1",2020-02-02,2021-01-01,0,334,2020-03-14,0
"5","5","Test Team 1",2020-02-03,2021-01-01,0,333,2021-01-01,0
"5","5","Test Team 1",2020-02-03,2020-08-31,1,210,2020-02-13,0
"5","5","Test Team 1",2020-02-05,2020-03-05,1,29,2020-02-08,0
"5","5","Test Team 1",2020-02-05,2020-07-01,1,147,2020-03-29,0
"5","5","Test Team 1",2020-02-03,2020-09-25,1,235,2020-05-14,0
"5","5","Test Team 1",2020-02-08,2021-01-01,0,328,2021-01-01,0
"5","5","Test Team 1",2020-02-07,2021-01-01,0,329,2021-01-01,0
"5","5","Test Team 1",2020-02-05,2021-01-01,0,331,2021-01-01,0
"5","5","Test Team 1",2020-02-06,2020-05-22,1,106,2020-03-23,0
"5","5","Test Team 1",2020-02-03,2021-01-01,0,333,2021-01-01,0
"5","5","Test Team 1",2020-02-02,2020-03-12,1,39,2020-02-12,0
"5","5","Test Team 1",2020-02-06,2021-01-01,0,330,2019-08-01,1
"5","5","Test Team 1",2020-02-08,2021-01-01,0,328,2019-02-02,1
"6","5","Test Team 1",2020-02-02,2020-03-09,1,36,2019-01-30,1
"6","5","Test Team 1",2020-02-02,2021-01-01,0,334,2020-09-23,0
"6","5","Test Team 1",2020-02-08,2020-05-19,1,101,2019-10-17,1
"6","5","Test Team 1",2020-02-05,2021-01-01,0,331,2020-02-11,0
"6","5","Test Team 1",2020-02-06,2020-04-27,1,81,2020-04-06,0
"6","5","Test Team 1",2020-02-05,2020-02-10,1,5,2019-05-03,1
"7","5","Test Team 1",2020-02-06,2020-05-02,1,86,2020-02-11,0
"7","5","Test Team 1",2020-02-03,2020-06-02,1,120,2020-04-29,0
"7","5","Test Team 1",2020-02-04,2020-03-24,1,49,2020-03-20,0
"7","5","Test Team 1",2020-02-03,2020-08-31,1,210,2019-03-13,1
"7","5","Test Team 1",2020-02-02,2021-01-01,0,334,2021-01-01,0
"7","5","Test Team 1",2020-02-05,2020-06-07,1,123,2019-01-23,1
"8","5","Test Team 1",2020-02-05,2021-01-01,0,331,2020-09-12,0
"8","5","Test Team 1",2020-02-04,2020-03-08,1,33,2019-04-06,1
"8","5","Test Team 1",2020-02-05,2020-05-08,1,93,2019-12-22,1
"8","5","Test Team 1",2020-02-08,2021-01-01,0,328,2020-07-03,0
"8","5","Test Team 1",2020-02-05,2020-03-17,1,41,2020-03-16,0
"8","5","Test Team 1",2020-02-06,2021-01-01,0,330,2021-01-01,0
"8","5","Test Team 1",2020-02-06,2020-03-30,1,53,2020-03-03,0
"8","5","Test Team 1",2020-02-06,2020-07-30,1,175,2020-05-22,0
"9","5","Test Team 1",2020-02-07,2020-05-02,1,85,2019-06-05,1
"9","5","Test Team 1",2020-02-06,2020-03-10,1,33,2019-09-17,1
"9","5","Test Team 1",2020-02-05,2020-02-08,1,3,2020-02-07,0
"9","5","Test Team 1",2020-02-02,2020-05-29,1,117,2019-05-21,1
"9","5","Test Team 1",2020-02-03,2020-07-13,1,161,2020-06-13,0
"9","5","Test Team 1",2020-02-05,2021-01-01,0,331,2021-01-01,0
"9","5","Test Team 1",2020-02-05,2021-01-01,0,331,2021-01-01,0
"9","5","Test Team 1",2020-02-04,2021-01-01,0,332,2019-10-11,1
"9","5","Test Team 1",2020-02-05,2021-01-01,0,331,2021-01-01,0
"9","5","Test Team 1",2020-02-04,2021-01-01,0,332,2021-01-01,0
"9","5","Test Team 1",2020-02-03,2020-02-17,1,14,2020-02-09,0
"9","5","Test Team 1",2020-02-05,2020-05-28,1,113,2020-04-19,0
"9","5","Test Team 1",2020-02-02,2020-02-03,1,1,2019-11-11,1
"9","5","Test Team 1",2020-02-04,2020-02-21,1,17,2020-02-16,0
"9","5","Test Team 1",2020-02-07,2021-01-01,0,329,2021-01-01,0
"9","5","Test Team 1",2020-02-04,2020-06-06,1,123,2020-03-06,0
"10","5","Test Team 1",2020-02-07,2021-01-01,0,329,2019-09-06,1
"10","5","Test Team 1",2020-02-05,2020-05-01,1,86,2019-01-20,1
"10","5","Test Team 1",2020-02-07,2020-06-06,1,120,2020-02-24,0
"10","5","Test Team 1",2020-02-07,2021-01-01,0,329,2019-01-03,1
"10","5","Test Team 1",2020-02-05,2020-05-20,1,105,2020-02-26,0
"1","6","Test Team 1",2020-02-09,2020-04-18,1,69,2020-03-17,0
"1","6","Test Team 1",2020-02-15,2020-05-09,1,84,2019-05-04,1
"1","6","Test Team 1",2020-02-12,2020-06-20,1,129,2020-03-15,0
"1","6","Test Team 1",2020-02-12,2021-01-01,0,324,2019-04-13,1
"1","6","Test Team 1",2020-02-15,2021-01-01,0,321,2019-06-22,1
"1","6","Test Team 1",2020-02-11,2020-06-03,1,113,2019-09-16,1
"1","6","Test Team 1",2020-02-12,2020-06-03,1,112,2019-01-08,1
"1","6","Test Team 1",2020-02-09,2020-03-12,1,32,2020-02-16,0
"2","6","Test Team 1",2020-02-09,2020-02-16,1,7,2019-07-29,1
"2","6","Test Team 1",2020-02-12,2020-02-14,1,2,2020-02-14,0
"2","6","Test Team 1",2020-02-10,2020-05-12,1,92,2020-03-06,0
"2","6","Test Team 1",2020-02-14,2020-06-02,1,109,2019-10-14,1
"2","6","Test Team 1",2020-02-12,2021-01-01,0,324,2020-03-02,0
"2","6","Test Team 1",2020-02-13,2020-02-20,1,7,2020-02-18,0
"2","6","Test Team 1",2020-02-10,2020-02-15,1,5,2019-03-21,1
"2","6","Test Team 1",2020-02-15,2021-01-01,0,321,2019-08-23,1
"2","6","Test Team 1",2020-02-12,2021-01-01,0,324,2021-01-01,0
"2","6","Test Team 1",2020-02-13,2021-01-01,0,323,2019-10-01,1
"2","6","Test Team 1",2020-02-09,2021-01-01,0,327,2019-11-15,1
"2","6","Test Team 1",2020-02-10,2021-01-01,0,326,2019-10-23,1
"2","6","Test Team 1",2020-02-14,2020-06-09,1,116,2020-02-09,1
"2","6","Test Team 1",2020-02-13,2020-04-08,1,55,2020-02-15,0
"2","6","Test Team 1",2020-02-11,2021-01-01,0,325,2020-04-06,0
"2","6","Test Team 1",2020-02-15,2021-01-01,0,321,2020-06-09,0
"3","6","Test Team 1",2020-02-14,2020-04-19,1,65,2019-03-20,1
"3","6","Test Team 1",2020-02-15,2020-03-11,1,25,2019-12-18,1
"3","6","Test Team 1",2020-02-15,2021-01-01,0,321,2020-10-16,0
"3","6","Test Team 1",2020-02-13,2020-03-31,1,47,2020-03-17,0
"3","6","Test Team 1",2020-02-09,2020-02-12,1,3,2020-02-12,0
"3","6","Test Team 1",2020-02-09,2020-03-04,1,24,2020-02-12,0
"3","6","Test Team 1",2020-02-09,2021-01-01,0,327,2019-10-02,1
"3","6","Test Team 1",2020-02-09,2020-03-23,1,43,2019-05-01,1
"3","6","Test Team 1",2020-02-14,2020-02-19,1,5,2019-04-13,1
"4","6","Test Team 1",2020-02-10,2021-01-01,0,326,2020-10-05,0
"4","6","Test Team 1",2020-02-10,2020-08-28,1,200,2020-03-01,0
"4","6","Test Team 1",2020-02-12,2021-01-01,0,324,2019-03-13,1
"4","6","Test Team 1",2020-02-09,2021-01-01,0,327,2019-06-03,1
"4","6","Test Team 1",2020-02-11,2021-01-01,0,325,2019-05-31,1
"4","6","Test Team 1",2020-02-10,2020-02-16,1,6,2019-06-06,1
"4","6","Test Team 1",2020-02-13,2020-03-28,1,44,2019-07-06,1
"5","6","Test Team 1",2020-02-14,2021-01-01,0,322,2020-05-23,0
"5","6","Test Team 1",2020-02-15,2021-01-01,0,321,2019-08-29,1
"5","6","Test Team 1",2020-02-14,2020-06-28,1,135,2019-09-19,1
"5","6","Test Team 1",2020-02-11,2021-01-01,0,325,2019-04-10,1
"5","6","Test Team 1",2020-02-13,2021-01-01,0,323,2021-01-01,0
"5","6","Test Team 1",2020-02-12,2021-01-01,0,324,2020-05-10,0
"5","6","Test Team 1",2020-02-10,2020-05-20,1,100,2019-08-15,1
"6","6","Test Team 1",2020-02-09,2021-01-01,0,327,2020-10-01,0
"6","6","Test Team 1",2020-02-15,2021-01-01,0,321,2021-01-01,0
"6","6","Test Team 1",2020-02-10,2021-01-01,0,326,2020-01-17,1
"7","6","Test Team 1",2020-02-15,2020-05-17,1,92,2019-07-23,1
"7","6","Test Team 1",2020-02-14,2020-05-28,1,104,2020-05-12,0
"7","6","Test Team 1",2020-02-09,2021-01-01,0,327,2021-01-01,0
"7","6","Test Team 1",2020-02-12,2020-03-28,1,45,2019-08-11,1
"7","6","Test Team 1",2020-02-13,2021-01-01,0,323,2021-01-01,0
"7","6","Test Team 1",2020-02-09,2021-01-01,0,327,2020-06-02,0
"7","6","Test Team 1",2020-02-10,2021-01-01,0,326,2021-01-01,0
"7","6","Test Team 1",2020-02-09,2020-02-18,1,9,2019-07-18,1
"8","6","Test Team 1",2020-02-14,2021-01-01,0,322,2021-01-01,0
"8","6","Test Team 1",2020-02-09,2020-03-02,1,22,2020-01-03,1
"8","6","Test Team 1",2020-02-13,2021-01-01,0,323,2020-08-13,0
"8","6","Test Team 1",2020-02-12,2020-04-24,1,72,2019-01-07,1
"8","6","Test Team 1",2020-02-13,2021-01-01,0,323,2020-04-21,0
"8","6","Test Team 1",2020-02-13,2020-03-01,1,17,2020-03-01,0
"8","6","Test Team 1",2020-02-14,2021-01-01,0,322,2020-08-01,0
"8","6","Test Team 1",2020-02-09,2020-06-22,1,134,2019-06-07,1
"8","6","Test Team 1",2020-02-11,2020-03-17,1,35,2020-03-04,0
"9","6","Test Team 1",2020-02-15,2021-01-01,0,321,2020-09-05,0
"9","6","Test Team 1",2020-02-10,2021-01-01,0,326,2021-01-01,0
"9","6","Test Team 1",2020-02-15,2021-01-01,0,321,2021-01-01,0
"9","6","Test Team 1",2020-02-09,2020-02-18,1,9,2020-02-12,0
"9","6","Test Team 1",2020-02-11,2020-03-23,1,41,2019-08-30,1
"9","6","Test Team 1",2020-02-09,2020-05-21,1,102,2019-05-05,1
"9","6","Test Team 1",2020-02-13,2020-02-13,1,0,2019-11-19,1
"10","6","Test Team 1",2020-02-11,2020-04-23,1,72,2020-03-19,0
"10","6","Test Team 1",2020-02-09,2020-03-20,1,40,2019-05-28,1
"10","6","Test Team 1",2020-02-14,2021-01-01,0,322,2019-11-23,1
"10","6","Test Team 1",2020-02-11,2021-01-01,0,325,2020-07-25,0
"10","6","Test Team 1",2020-02-09,2020-08-16,1,189,2019-04-21,1
"10","6","Test Team 1",2020-02-09,2021-01-01,0,327,2019-03-04,1
"10","6","Test Team 1",2020-02-13,2020-03-09,1,25,2019-02-19,1
"10","6","Test Team 1",2020-02-10,2020-06-23,1,134,2019-04-22,1
"1","7","Test Team 1",2020-02-17,2021-01-01,0,319,2019-02-10,1
"1","7","Test Team 1",2020-02-17,2021-01-01,0,319,2021-01-01,0
"1","7","Test Team 1",2020-02-16,2021-01-01,0,320,2020-07-03,0
"1","7","Test Team 1",2020-02-22,2021-01-01,0,314,2021-01-01,0
"2","7","Test Team 1",2020-02-21,2020-04-08,1,47,2020-03-04,0
"2","7","Test Team 1",2020-02-21,2021-01-01,0,315,2021-01-01,0
"2","7","Test Team 1",2020-02-17,2021-01-01,0,319,2020-12-17,0
"2","7","Test Team 1",2020-02-21,2021-01-01,0,315,2021-01-01,0
"2","7","Test Team 1",2020-02-17,2021-01-01,0,319,2021-01-01,0
"2","7","Test Team 1",2020-02-17,2020-07-17,1,151,2019-12-07,1
"2","7","Test Team 1",2020-02-22,2021-01-01,0,314,2019-12-02,1
"2","7","Test Team 1",2020-02-17,2021-01-01,0,319,2019-05-29,1
"2","7","Test Team 1",2020-02-17,2020-04-02,1,45,2019-10-27,1
"2","7","Test Team 1",2020-02-18,2021-01-01,0,318,2021-01-01,0
"3","7","Test Team 1",2020-02-21,2021-01-01,0,315,2020-12-10,0
"3","7","Test Team 1",2020-02-19,2020-06-25,1,127,2020-01-19,1
"3","7","Test Team 1",2020-02-18,2020-04-06,1,48,2019-09-29,1
"3","7","Test Team 1",2020-02-19,2020-06-21,1,123,2019-02-10,1
"3","7","Test Team 1",2020-02-19,2020-06-12,1,114,2019-04-13,1
"3","7","Test Team 1",2020-02-21,2021-01-01,0,315,2020-11-15,0
"3","7","Test Team 1",2020-02-19,2020-03-31,1,41,2020-02-04,1
"3","7","Test Team 1",2020-02-21,2020-08-22,1,183,2020-07-27,0
"4","7","Test Team 1",2020-02-18,2021-01-01,0,318,2019-01-05,1
"4","7","Test Team 1",2020-02-22,2021-01-01,0,314,2020-04-13,0
"4","7","Test Team 1",2020-02-16,2020-04-26,1,70,2020-02-17,0
"4","7","Test Team 1",2020-02-17,2021-01-01,0,319,2021-01-01,0
"4","7","Test Team 1",2020-02-16,2020-06-08,1,113,2020-05-21,0
"4","7","Test Team 1",2020-02-20,2020-06-01,1,102,2020-02-02,1
"4","7","Test Team 1",2020-02-16,2021-01-01,0,320,2021-01-01,0
"4","7","Test Team 1",2020-02-20,2021-01-01,0,316,2021-01-01,0
"4","7","Test Team 1",2020-02-19,2021-01-01,0,317,2019-03-16,1
"4","7","Test Team 1",2020-02-16,2021-01-01,0,320,2019-01-06,1
"4","7","Test Team 1",2020-02-19,2021-01-01,0,317,2021-01-01,0
"4","7","Test Team 1",2020-02-18,2020-07-30,1,163,2019-05-29,1
"4","7","Test Team 1",2020-02-22,2020-02-27,1,5,2020-02-22,0
"4","7","Test Team 1",2020-02-16,2021-01-01,0,320,2019-06-05,1
"5","7","Test Team 1",2020-02-21,2021-01-01,0,315,2019-02-23,1
"5","7","Test Team 1",2020-02-20,2021-01-01,0,316,2020-01-05,1
"5","7","Test Team 1",2020-02-20,2020-06-19,1,120,2019-01-07,1
"5","7","Test Team 1",2020-02-16,2021-01-01,0,320,2019-09-20,1
"5","7","Test Team 1",2020-02-21,2021-01-01,0,315,2019-10-11,1
"5","7","Test Team 1",2020-02-17,2020-05-15,1,88,2019-03-14,1
"5","7","Test Team 1",2020-02-20,2021-01-01,0,316,2020-04-22,0
"6","7","Test Team 1",2020-02-22,2020-06-05,1,104,2020-04-24,0
"6","7","Test Team 1",2020-02-16,2021-01-01,0,320,2021-01-01,0
"6","7","Test Team 1",2020-02-16,2020-03-31,1,44,2020-03-27,0
"6","7","Test Team 1",2020-02-18,2021-01-01,0,318,2020-03-26,0
"6","7","Test Team 1",2020-02-17,2020-06-22,1,126,2020-06-06,0
"6","7","Test Team 1",2020-02-20,2021-01-01,0,316,2021-01-01,0
"6","7","Test Team 1",2020-02-21,2020-03-13,1,21,2019-05-29,1
"6","7","Test Team 1",2020-02-21,2020-05-22,1,91,2020-03-10,0
"6","7","Test Team 1",2020-02-21,2020-02-21,1,0,2019-09-12,1
"6","7","Test Team 1",2020-02-16,2020-03-06,1,19,2020-02-21,0
"6","7","Test Team 1",2020-02-22,2021-01-01,0,314,2021-01-01,0
"6","7","Test Team 1",2020-02-19,2021-01-01,0,317,2020-04-22,0
"6","7","Test Team 1",2020-02-20,2020-03-24,1,33,2020-02-28,0
"6","7","Test Team 1",2020-02-22,2020-08-09,1,169,2020-05-23,0
"6","7","Test Team 1",2020-02-22,2021-01-01,0,314,2019-04-02,1
"6","7","Test Team 1",2020-02-16,2020-07-02,1,137,2020-02-25,0
"6","7","Test Team 1",2020-02-16,2020-02-16,1,0,2020-02-16,0
"6","7","Test Team 1",2020-02-16,2020-03-09,1,22,2020-03-08,0
"7","7","Test Team 1",2020-02-18,2020-03-10,1,21,2020-02-24,0
"7","7","Test Team 1",2020-02-16,2021-01-01,0,320,2021-01-01,0
"7","7","Test Team 1",2020-02-17,2020-07-25,1,159,2019-05-29,1
"7","7","Test Team 1",2020-02-17,2021-01-01,0,319,2020-09-16,0
"7","7","Test Team 1",2020-02-18,2021-01-01,0,318,2021-01-01,0
"7","7","Test Team 1",2020-02-19,2020-04-29,1,70,2020-02-11,1
"7","7","Test Team 1",2020-02-20,2021-01-01,0,316,2019-03-07,1
"7","7","Test Team 1",2020-02-22,2020-02-29,1,7,2019-08-31,1
"7","7","Test Team 1",2020-02-20,2020-05-25,1,95,2019-10-24,1
"7","7","Test Team 1",2020-02-17,2020-02-29,1,12,2019-07-30,1
"7","7","Test Team 1",2020-02-17,2020-04-03,1,46,2019-08-11,1
"8","7","Test Team 1",2020-02-20,2021-01-01,0,316,2021-01-01,0
"8","7","Test Team 1",2020-02-21,2021-01-01,0,315,2020-06-16,0
"8","7","Test Team 1",2020-02-16,2020-03-01,1,14,2020-03-01,0
"8","7","Test Team 1",2020-02-22,2021-01-01,0,314,2021-01-01,0
"8","7","Test Team 1",2020-02-20,2021-01-01,0,316,2020-04-23,0
"8","7","Test Team 1",2020-02-20,2020-07-22,1,153,2019-02-10,1
"8","7","Test Team 1",2020-02-21,2020-07-13,1,143,2020-03-30,0
"8","7","Test Team 1",2020-02-19,2021-01-01,0,317,2020-04-30,0
"8","7","Test Team 1",2020-02-18,2021-01-01,0,318,2021-01-01,0
"8","7","Test Team 1",2020-02-16,2020-03-25,1,38,2019-12-14,1
"8","7","Test Team 1",2020-02-22,2021-01-01,0,314,2021-01-01,0
"8","7","Test Team 1",2020-02-17,2021-01-01,0,319,2019-02-02,1
"8","7","Test Team 1",2020-02-16,2020-03-23,1,36,2020-03-20,0
"9","7","Test Team 1",2020-02-22,2020-08-06,1,166,2020-07-19,0
"9","7","Test Team 1",2020-02-22,2020-05-26,1,94,2019-03-24,1
"9","7","Test Team 1",2020-02-19,2021-01-01,0,317,2021-01-01,0
"10","7","Test Team 1",2020-02-17,2020-04-15,1,58,2020-03-15,0
"10","7","Test Team 1",2020-02-21,2021-01-01,0,315,2020-04-07,0
"10","7","Test Team 1",2020-02-22,2021-01-01,0,314,2021-01-01,0
"10","7","Test Team 1",2020-02-16,2020-05-30,1,104,2020-03-24,0
"10","7","Test Team 1",2020-02-16,2020-04-01,1,45,2020-02-21,0
"10","7","Test Team 1",2020-02-17,2021-01-01,0,319,2021-01-01,0
"10","7","Test Team 1",2020-02-18,2020-04-20,1,62,2020-03-23,0
"10","7","Test Team 1",2020-02-18,2020-03-20,1,31,2020-03-16,0
"10","7","Test Team 1",2020-02-17,2020-05-13,1,86,2020-03-22,0
"10","7","Test Team 1",2020-02-16,2021-01-01,0,320,2020-07-22,0
"10","7","Test Team 1",2020-02-16,2020-02-26,1,10,2020-02-19,0
"10","7","Test Team 1",2020-02-16,2021-01-01,0,320,2021-01-01,0
"1","8","Test Team 1",2020-02-27,2020-03-18,1,20,2019-05-26,1
"1","8","Test Team 1",2020-02-28,2020-03-04,1,5,2019-04-30,1
"1","8","Test Team 1",2020-02-29,2021-01-01,0,307,2020-11-28,0
"1","8","Test Team 1",2020-02-24,2021-01-01,0,312,2021-01-01,0
"1","8","Test Team 1",2020-02-29,2020-07-01,1,123,2020-06-19,0
"2","8","Test Team 1",2020-02-25,2021-01-01,0,311,2020-08-13,0
"2","8","Test Team 1",2020-02-24,2020-04-27,1,63,2020-04-21,0
"2","8","Test Team 1",2020-02-23,2020-06-26,1,124,2020-03-06,0
"2","8","Test Team 1",2020-02-24,2021-01-01,0,312,2021-01-01,0
"2","8","Test Team 1",2020-02-26,2021-01-01,0,310,2021-01-01,0
